filename Fx Fy Fz Ft Fn
525.jpg -1.00 0.00 15.50 1.00 15.50
526.jpg -0.80 -0.50 15.20 0.94 15.20
527.jpg -0.80 -0.50 14.40 0.94 14.40
528.jpg -0.80 -0.80 13.70 1.13 13.70
529.jpg -0.70 -1.90 12.60 2.02 12.60
530.jpg -0.50 -2.10 10.60 2.16 10.60
531.jpg -0.90 -2.20 9.40 2.38 9.40
532.jpg -0.60 -1.90 7.90 1.99 7.90
533.jpg -0.50 -1.00 5.10 1.12 5.10
534.jpg 0.50 0.10 8.60 0.51 8.60
535.jpg 0.70 0.20 9.80 0.73 9.80
536.jpg 0.50 0.30 9.80 0.58 9.80
537.jpg 0.20 0.30 9.10 0.36 9.10
538.jpg 0.00 0.50 9.20 0.50 9.20
539.jpg -0.10 0.50 9.10 0.51 9.10
540.jpg 0.00 0.30 9.00 0.30 9.00
541.jpg -0.10 0.10 8.90 0.14 8.90
542.jpg -0.10 -0.20 9.00 0.22 9.00
543.jpg -0.20 -0.30 9.10 0.36 9.10
544.jpg -0.10 -0.40 9.10 0.41 9.10
545.jpg -0.20 -0.30 9.20 0.36 9.20
546.jpg -0.30 -0.20 9.00 0.36 9.00
547.jpg -0.30 -0.30 8.60 0.42 8.60
548.jpg -0.40 -0.30 8.10 0.50 8.10
549.jpg -0.40 -0.20 7.60 0.45 7.60
550.jpg -0.30 -0.50 7.60 0.58 7.60
551.jpg -0.30 -0.60 7.40 0.67 7.40
552.jpg -0.30 -0.60 6.80 0.67 6.80
553.jpg -0.10 -0.70 6.20 0.71 6.20
554.jpg 0.00 -1.10 4.90 1.10 4.90
555.jpg -0.20 -0.70 3.10 0.73 3.10
556.jpg 0.00 -0.50 1.40 0.50 1.40
557.jpg 0.40 0.40 9.90 0.57 9.90
558.jpg 0.30 0.40 10.30 0.50 10.30
559.jpg 0.30 0.40 10.40 0.50 10.40
560.jpg 0.20 0.40 10.30 0.45 10.30
561.jpg 0.20 0.50 10.10 0.54 10.10
562.jpg 0.30 0.50 10.20 0.58 10.20
563.jpg 0.10 0.60 10.20 0.61 10.20
564.jpg 0.00 0.50 10.30 0.50 10.30
565.jpg -0.10 0.50 10.40 0.51 10.40
566.jpg 0.00 0.80 10.40 0.80 10.40
567.jpg -0.10 0.40 10.40 0.41 10.40
568.jpg -0.20 0.50 10.10 0.54 10.10
569.jpg -0.30 0.50 10.00 0.58 10.00
570.jpg -0.30 0.50 10.20 0.58 10.20
571.jpg -0.30 0.40 10.10 0.50 10.10
572.jpg -0.30 0.20 10.10 0.36 10.10
573.jpg -0.40 0.00 9.90 0.40 9.90
574.jpg -0.50 0.00 9.90 0.50 9.90
575.jpg -0.50 -0.10 9.80 0.51 9.80
576.jpg -0.60 -0.30 9.40 0.67 9.40
577.jpg -0.50 -0.60 8.60 0.78 8.60
578.jpg -0.60 -0.50 7.70 0.78 7.70
579.jpg -0.60 -0.60 6.50 0.85 6.50
580.jpg -0.30 -0.90 4.30 0.95 4.30
581.jpg -0.10 -0.40 0.60 0.41 0.60
582.jpg -0.40 0.50 8.40 0.64 8.40
583.jpg -0.60 0.70 8.00 0.92 8.00
584.jpg -0.30 0.60 8.20 0.67 8.20
585.jpg -0.50 1.20 8.10 1.30 8.10
586.jpg -0.30 1.30 7.80 1.33 7.80
587.jpg -0.50 1.40 7.40 1.49 7.40
588.jpg -0.60 1.40 7.40 1.52 7.40
589.jpg -0.30 1.20 7.50 1.24 7.50
590.jpg -0.40 1.00 7.90 1.08 7.90
591.jpg -0.40 0.90 8.20 0.98 8.20
592.jpg -0.50 1.00 8.20 1.12 8.20
593.jpg -0.40 0.90 8.30 0.98 8.30
594.jpg -0.30 0.70 8.20 0.76 8.20
595.jpg -0.40 0.70 8.00 0.81 8.00
596.jpg -0.40 0.70 7.90 0.81 7.90
597.jpg -0.30 0.50 7.80 0.58 7.80
598.jpg -0.30 0.10 7.40 0.32 7.40
599.jpg -0.20 -0.10 6.50 0.22 6.50
600.jpg -0.10 -0.40 6.10 0.41 6.10
601.jpg 0.00 -0.60 5.70 0.60 5.70
602.jpg 0.00 -0.60 5.10 0.60 5.10
603.jpg -0.10 0.80 8.10 0.81 8.10
604.jpg 0.00 0.90 8.20 0.90 8.20
605.jpg 0.10 0.80 8.30 0.81 8.30
606.jpg 0.00 0.70 8.40 0.70 8.40
607.jpg -0.20 0.80 8.60 0.82 8.60
608.jpg 0.00 0.70 9.00 0.70 9.00
609.jpg 0.00 0.30 9.40 0.30 9.40
610.jpg -0.20 0.60 9.30 0.63 9.30
611.jpg -0.30 0.30 9.60 0.42 9.60
612.jpg -0.20 0.10 9.70 0.22 9.70
613.jpg -0.20 0.00 9.40 0.20 9.40
614.jpg -0.30 0.10 9.30 0.32 9.30
615.jpg -0.10 -0.30 9.10 0.32 9.10
616.jpg -0.30 -0.20 8.50 0.36 8.50
617.jpg -0.20 -0.30 8.50 0.36 8.50
618.jpg -0.30 -0.40 8.10 0.50 8.10
619.jpg 0.00 -0.60 7.90 0.60 7.90
620.jpg -0.10 -0.80 6.80 0.81 6.80
621.jpg 0.00 -0.80 3.40 0.80 3.40
622.jpg -0.10 -0.80 2.60 0.81 2.60
623.jpg -0.10 -0.70 2.00 0.71 2.00
624.jpg 0.40 0.70 14.70 0.81 14.70
625.jpg 0.30 0.80 14.50 0.85 14.50
626.jpg 0.40 0.80 14.20 0.89 14.20
627.jpg 0.40 1.20 14.60 1.26 14.60
628.jpg 0.30 1.20 14.10 1.24 14.10
629.jpg 0.10 1.10 13.60 1.10 13.60
630.jpg 0.00 1.20 13.50 1.20 13.50
631.jpg 0.10 0.90 13.50 0.91 13.50
632.jpg 0.00 0.60 13.20 0.60 13.20
633.jpg 0.10 0.50 13.30 0.51 13.30
634.jpg 0.00 0.60 13.10 0.60 13.10
635.jpg 0.10 0.70 12.80 0.71 12.80
636.jpg 0.00 0.90 12.20 0.90 12.20
637.jpg 0.10 0.20 11.70 0.22 11.70
638.jpg -0.10 0.20 11.80 0.22 11.80
639.jpg -0.10 0.10 11.80 0.14 11.80
640.jpg 0.00 -0.10 11.60 0.10 11.60
641.jpg 0.00 -0.70 10.60 0.70 10.60
642.jpg 0.00 -1.30 9.30 1.30 9.30
643.jpg 0.00 -1.40 8.20 1.40 8.20
644.jpg -0.70 -2.30 11.50 2.40 11.50
645.jpg -0.80 -1.10 12.10 1.36 12.10
646.jpg -0.80 -1.10 12.40 1.36 12.40
647.jpg -0.60 -1.50 12.50 1.62 12.50
648.jpg -0.50 -1.40 12.60 1.49 12.60
649.jpg -0.50 -1.20 12.70 1.30 12.70
650.jpg -0.50 -0.90 12.80 1.03 12.80
651.jpg -0.50 -0.80 12.80 0.94 12.80
652.jpg -0.40 -0.80 12.60 0.89 12.60
653.jpg -0.40 -0.60 12.40 0.72 12.40
654.jpg -0.40 -0.50 12.20 0.64 12.20
655.jpg -0.30 -0.50 12.20 0.58 12.20
656.jpg -0.30 -0.50 12.00 0.58 12.00
657.jpg -0.30 -0.40 11.70 0.50 11.70
658.jpg -0.30 -0.40 11.70 0.50 11.70
659.jpg -0.30 -0.40 11.40 0.50 11.40
660.jpg -0.20 -0.30 11.30 0.36 11.30
661.jpg -0.20 -0.30 11.00 0.36 11.00
662.jpg -0.10 -0.20 10.10 0.22 10.10
663.jpg -0.10 -0.10 9.60 0.14 9.60
664.jpg -0.10 0.10 9.40 0.14 9.40
665.jpg -0.10 0.10 9.40 0.14 9.40
666.jpg -0.30 0.40 11.00 0.50 11.00
667.jpg -0.40 0.50 11.10 0.64 11.10
668.jpg -0.30 0.50 11.30 0.58 11.30
669.jpg -0.30 0.70 11.30 0.76 11.30
670.jpg -0.40 0.80 11.40 0.89 11.40
671.jpg -0.40 0.70 11.50 0.81 11.50
672.jpg -0.40 0.60 11.50 0.72 11.50
673.jpg -0.30 0.50 11.40 0.58 11.40
674.jpg -0.40 0.40 11.40 0.57 11.40
675.jpg -0.30 0.40 11.40 0.50 11.40
676.jpg -0.30 0.20 11.40 0.36 11.40
677.jpg -0.30 0.20 11.50 0.36 11.50
678.jpg -0.50 0.10 11.40 0.51 11.40
679.jpg -0.50 0.40 11.40 0.64 11.40
680.jpg -0.40 0.30 11.40 0.50 11.40
681.jpg -0.50 0.40 11.30 0.64 11.30
682.jpg -0.50 0.20 11.10 0.54 11.10
683.jpg -0.50 0.10 10.80 0.51 10.80
684.jpg -0.50 0.10 10.90 0.51 10.90
685.jpg -0.50 0.00 10.70 0.50 10.70
686.jpg -0.50 -0.30 10.40 0.58 10.40
687.jpg -0.40 -0.60 9.90 0.72 9.90
688.jpg -0.40 -0.50 8.80 0.64 8.80
689.jpg -0.40 -0.70 4.70 0.81 4.70
690.jpg 0.20 0.50 10.50 0.54 10.50
691.jpg 0.50 0.80 11.50 0.94 11.50
692.jpg 0.50 1.00 11.90 1.12 11.90
693.jpg 0.40 1.20 12.10 1.26 12.10
694.jpg 0.40 1.20 12.30 1.26 12.30
695.jpg 0.20 1.20 12.30 1.22 12.30
696.jpg 0.10 1.30 12.40 1.30 12.40
697.jpg 0.10 1.30 12.50 1.30 12.50
698.jpg 0.10 1.20 12.40 1.20 12.40
699.jpg 0.00 1.20 12.40 1.20 12.40
700.jpg -0.10 1.20 12.20 1.20 12.20
701.jpg -0.10 1.20 12.10 1.20 12.10
702.jpg 0.00 1.10 12.20 1.10 12.20
703.jpg 0.00 1.20 12.20 1.20 12.20
704.jpg -0.10 0.90 12.10 0.91 12.10
705.jpg -0.10 0.90 11.70 0.91 11.70
706.jpg -0.20 0.60 11.50 0.63 11.50
707.jpg -0.20 0.30 11.40 0.36 11.40
708.jpg -0.30 -0.10 10.80 0.32 10.80
709.jpg -0.50 -1.30 13.30 1.39 13.30
710.jpg -0.40 -1.50 13.40 1.55 13.40
711.jpg -0.40 -1.10 13.60 1.17 13.60
712.jpg -0.30 -1.10 13.70 1.14 13.70
713.jpg -0.30 -0.90 13.60 0.95 13.60
714.jpg -0.30 -1.10 13.70 1.14 13.70
715.jpg -0.20 -1.20 13.50 1.22 13.50
716.jpg -0.30 -0.90 13.20 0.95 13.20
717.jpg -0.20 -0.70 13.00 0.73 13.00
718.jpg -0.20 -0.60 12.90 0.63 12.90
719.jpg -0.20 -0.30 12.90 0.36 12.90
720.jpg -0.10 -0.50 12.80 0.51 12.80
721.jpg -0.20 -0.40 12.60 0.45 12.60
722.jpg -0.10 -0.10 12.40 0.14 12.40
723.jpg -0.10 0.20 11.50 0.22 11.50
724.jpg -0.10 -0.20 7.20 0.22 7.20
725.jpg 0.00 -0.20 4.40 0.20 4.40
726.jpg -0.10 0.40 -0.40 0.41 -0.40
727.jpg 0.00 2.00 14.60 2.00 14.60
728.jpg 0.10 2.20 14.80 2.20 14.80
729.jpg 0.00 1.90 14.50 1.90 14.50
730.jpg -0.10 1.80 14.00 1.80 14.00
731.jpg -0.20 1.50 13.90 1.51 13.90
732.jpg -0.30 1.20 14.20 1.24 14.20
733.jpg -0.30 1.10 14.30 1.14 14.30
734.jpg -0.40 1.00 14.30 1.08 14.30
735.jpg -0.40 0.80 14.10 0.89 14.10
736.jpg -0.20 0.90 14.20 0.92 14.20
737.jpg -1.10 -1.30 11.30 1.70 11.30
738.jpg -1.10 -1.40 12.30 1.78 12.30
739.jpg -1.10 -1.10 12.80 1.56 12.80
740.jpg -1.10 -1.10 12.90 1.56 12.90
741.jpg -0.80 -1.00 12.90 1.28 12.90
742.jpg -0.90 -0.70 12.70 1.14 12.70
743.jpg -0.70 -0.90 12.60 1.14 12.60
744.jpg 0.00 1.30 13.90 1.30 13.90
745.jpg 0.00 1.10 14.00 1.10 14.00
746.jpg 0.00 1.00 13.90 1.00 13.90
747.jpg -0.10 1.00 13.70 1.00 13.70
748.jpg 0.10 0.90 13.50 0.91 13.50
749.jpg -0.20 1.10 13.20 1.12 13.20
750.jpg -0.10 0.80 13.00 0.81 13.00
751.jpg -0.20 1.10 12.50 1.12 12.50
752.jpg -0.30 1.30 12.10 1.33 12.10
753.jpg -0.20 1.40 11.90 1.41 11.90
754.jpg -0.20 1.00 11.60 1.02 11.60
755.jpg -0.30 0.80 11.50 0.85 11.50
756.jpg -1.10 0.50 12.50 1.21 12.50
757.jpg -0.90 0.80 13.90 1.20 13.90
758.jpg -0.90 0.90 14.40 1.27 14.40
759.jpg -1.00 1.20 14.70 1.56 14.70
760.jpg -1.10 1.30 14.90 1.70 14.90
761.jpg -1.00 1.40 15.10 1.72 15.10
762.jpg -1.10 1.40 15.30 1.78 15.30
763.jpg -1.10 1.50 15.80 1.86 15.80
764.jpg -1.20 1.30 15.80 1.77 15.80
765.jpg -0.90 0.90 16.00 1.27 16.00
766.jpg -1.00 0.70 16.10 1.22 16.10
767.jpg -1.00 0.80 16.10 1.28 16.10
768.jpg -1.10 0.70 15.40 1.30 15.40
769.jpg 0.70 -1.10 16.00 1.30 16.00
770.jpg 0.60 -1.20 16.30 1.34 16.30
771.jpg 0.50 -1.80 16.70 1.87 16.70
772.jpg 0.50 -1.40 15.90 1.49 15.90
773.jpg 0.70 -1.50 15.90 1.66 15.90
774.jpg 0.60 -1.90 16.50 1.99 16.50
775.jpg 0.60 -1.90 16.30 1.99 16.30
776.jpg 0.60 -2.00 15.90 2.09 15.90
777.jpg 0.30 -1.60 14.40 1.63 14.40
778.jpg 0.50 -1.40 14.00 1.49 14.00
779.jpg -1.40 1.20 18.50 1.84 18.50
780.jpg -1.40 1.20 18.50 1.84 18.50
781.jpg -1.30 1.20 18.50 1.77 18.50
782.jpg -1.00 1.40 18.40 1.72 18.40
783.jpg -1.10 1.40 18.40 1.78 18.40
784.jpg -0.90 1.40 18.50 1.66 18.50
785.jpg -0.70 1.40 16.90 1.57 16.90
786.jpg -0.60 1.40 16.50 1.52 16.50
787.jpg -0.60 1.70 16.50 1.80 16.50
788.jpg -0.50 1.80 16.40 1.87 16.40
789.jpg 0.50 -0.60 13.00 0.78 13.00
790.jpg 0.40 -0.70 12.80 0.81 12.80
791.jpg 0.50 -1.00 12.20 1.12 12.20
792.jpg 0.70 -0.90 12.60 1.14 12.60
793.jpg 0.70 -1.00 12.50 1.22 12.50
794.jpg 0.40 -0.80 12.00 0.89 12.00
795.jpg 0.40 -0.60 12.10 0.72 12.10
796.jpg 0.40 -0.60 11.90 0.72 11.90
797.jpg 0.60 -0.50 11.80 0.78 11.80
798.jpg 0.70 -0.60 11.80 0.92 11.80
799.jpg 0.70 -0.30 11.20 0.76 11.20
800.jpg 0.80 -0.40 10.70 0.89 10.70
801.jpg 0.60 -0.50 9.90 0.78 9.90
802.jpg 0.80 -0.50 9.60 0.94 9.60
803.jpg 0.30 1.70 14.50 1.73 14.50
804.jpg 0.30 1.60 14.40 1.63 14.40
805.jpg 0.20 1.60 14.80 1.61 14.80
806.jpg 0.10 1.80 15.10 1.80 15.10
807.jpg 0.20 1.80 15.40 1.81 15.40
808.jpg 0.00 1.90 15.20 1.90 15.20
809.jpg 0.00 1.70 15.10 1.70 15.10
810.jpg 0.20 1.40 15.10 1.41 15.10
811.jpg 0.20 1.10 14.60 1.12 14.60
812.jpg 0.20 1.00 14.60 1.02 14.60
813.jpg 0.00 0.90 14.40 0.90 14.40
814.jpg 0.40 -0.90 12.20 0.98 12.20
815.jpg 0.60 -0.90 12.30 1.08 12.30
816.jpg 0.80 -1.00 12.60 1.28 12.60
817.jpg 0.80 -1.10 12.80 1.36 12.80
818.jpg 0.90 -1.30 13.00 1.58 13.00
819.jpg 0.70 -1.30 12.60 1.48 12.60
820.jpg 0.60 -1.40 12.50 1.52 12.50
821.jpg 0.90 -1.50 12.50 1.75 12.50
822.jpg 0.80 -1.30 12.20 1.53 12.20
823.jpg 0.70 -1.40 12.00 1.57 12.00
824.jpg 0.60 -1.20 11.70 1.34 11.70
825.jpg 0.60 -1.20 11.10 1.34 11.10
826.jpg -0.60 1.00 14.80 1.17 14.80
827.jpg -0.40 1.10 15.10 1.17 15.10
828.jpg -0.20 1.50 14.90 1.51 14.90
829.jpg -0.60 1.40 14.40 1.52 14.40
830.jpg -0.60 1.30 14.40 1.43 14.40
831.jpg -0.40 1.50 14.20 1.55 14.20
832.jpg -0.40 1.50 14.30 1.55 14.30
833.jpg -0.40 1.60 14.10 1.65 14.10
834.jpg -0.40 1.40 13.50 1.46 13.50
835.jpg -0.40 1.20 13.00 1.26 13.00
836.jpg 0.20 -0.50 13.70 0.54 13.70
837.jpg 0.50 -0.40 14.30 0.64 14.30
838.jpg 0.60 -0.30 14.50 0.67 14.50
839.jpg 0.50 -0.30 14.50 0.58 14.50
840.jpg 0.60 -0.50 14.50 0.78 14.50
841.jpg 0.50 -0.70 13.90 0.86 13.90
842.jpg 0.40 -1.10 13.70 1.17 13.70
843.jpg 0.20 -1.20 13.70 1.22 13.70
844.jpg 0.20 -1.10 13.60 1.12 13.60
845.jpg 2.50 2.20 11.70 3.33 11.70
846.jpg 2.30 2.10 12.30 3.11 12.30
847.jpg 2.10 2.20 12.80 3.04 12.80
848.jpg 1.60 2.90 12.90 3.31 12.90
849.jpg 1.80 2.70 13.00 3.24 13.00
850.jpg 1.60 3.00 13.20 3.40 13.20
851.jpg 1.60 2.70 13.40 3.14 13.40
852.jpg 1.70 2.50 13.70 3.02 13.70
853.jpg 1.60 2.20 13.50 2.72 13.50
854.jpg 1.80 1.90 13.70 2.62 13.70
855.jpg 1.60 1.60 13.60 2.26 13.60
856.jpg 1.50 1.40 13.30 2.05 13.30
857.jpg 1.40 1.20 13.20 1.84 13.20
858.jpg 1.40 1.10 13.00 1.78 13.00
859.jpg 1.60 0.90 12.60 1.84 12.60
860.jpg 1.60 0.70 12.00 1.75 12.00
861.jpg 1.20 -0.20 12.50 1.22 12.50
862.jpg 1.20 -0.30 12.60 1.24 12.60
863.jpg 1.20 -0.20 12.50 1.22 12.50
864.jpg 1.20 -0.40 12.30 1.26 12.30
865.jpg 1.40 -0.60 12.30 1.52 12.30
866.jpg 1.50 -0.60 12.20 1.62 12.20
867.jpg 1.50 -0.60 12.10 1.62 12.10
868.jpg 1.50 -0.60 12.10 1.62 12.10
869.jpg 1.60 -0.80 12.10 1.79 12.10
870.jpg 1.50 -0.90 11.80 1.75 11.80
871.jpg -0.20 0.80 11.30 0.82 11.30
872.jpg -0.20 0.70 11.20 0.73 11.20
873.jpg -0.10 0.50 11.10 0.51 11.10
874.jpg 0.00 0.60 10.70 0.60 10.70
875.jpg -0.10 0.60 10.40 0.61 10.40
876.jpg -0.40 0.60 10.20 0.72 10.20
877.jpg -0.40 0.70 10.00 0.81 10.00
878.jpg -0.30 0.70 10.00 0.76 10.00
879.jpg -0.30 0.50 9.90 0.58 9.90
880.jpg -0.60 1.00 9.90 1.17 9.90
881.jpg -0.50 1.00 9.90 1.12 9.90
882.jpg -0.60 1.10 9.90 1.25 9.90
883.jpg -0.60 1.10 9.70 1.25 9.70
884.jpg -0.50 1.20 9.60 1.30 9.60
885.jpg -0.40 1.30 9.60 1.36 9.60
886.jpg 0.60 -0.50 12.30 0.78 12.30
887.jpg 0.70 -0.60 12.30 0.92 12.30
888.jpg 0.80 -0.80 12.20 1.13 12.20
889.jpg 0.80 -1.00 11.80 1.28 11.80
890.jpg 0.80 -1.10 11.90 1.36 11.90
891.jpg 0.70 -0.90 11.90 1.14 11.90
892.jpg 0.50 -1.00 11.70 1.12 11.70
893.jpg 0.30 -0.90 11.50 0.95 11.50
894.jpg 0.40 -0.90 11.40 0.98 11.40
895.jpg 0.50 -0.80 11.50 0.94 11.50
896.jpg 0.50 -0.90 11.30 1.03 11.30
897.jpg 1.50 1.40 13.30 2.05 13.30
898.jpg 1.60 1.20 13.80 2.00 13.80
899.jpg 1.50 1.10 13.90 1.86 13.90
900.jpg 1.50 1.10 13.50 1.86 13.50
901.jpg 1.60 0.90 13.20 1.84 13.20
902.jpg 1.50 0.70 13.00 1.66 13.00
903.jpg 1.40 0.70 12.60 1.57 12.60
904.jpg 1.30 0.60 12.30 1.43 12.30
905.jpg 1.20 0.60 12.10 1.34 12.10
906.jpg 1.20 0.30 11.90 1.24 11.90
907.jpg 1.10 0.60 11.80 1.25 11.80
908.jpg 1.00 0.40 11.70 1.08 11.70
909.jpg 1.00 0.50 11.60 1.12 11.60
910.jpg 1.10 0.30 11.30 1.14 11.30
911.jpg 1.00 0.00 10.80 1.00 10.80
912.jpg 0.30 0.10 9.90 0.32 9.90
913.jpg 0.50 -0.70 8.90 0.86 8.90
914.jpg 0.70 -0.50 11.30 0.86 11.30
915.jpg 0.80 -0.50 11.40 0.94 11.40
916.jpg 0.70 -0.50 11.30 0.86 11.30
917.jpg 0.70 -0.40 10.90 0.81 10.90
918.jpg 0.60 -0.40 10.70 0.72 10.70
919.jpg 0.50 -0.40 10.50 0.64 10.50
920.jpg 0.60 -0.40 10.50 0.72 10.50
921.jpg 0.50 -0.30 10.40 0.58 10.40
922.jpg 0.40 -0.30 10.30 0.50 10.30
923.jpg 0.60 -0.40 10.10 0.72 10.10
924.jpg 0.70 -0.40 9.80 0.81 9.80
925.jpg 0.70 -0.50 9.90 0.86 9.90
926.jpg 0.80 -0.50 9.50 0.94 9.50
927.jpg 0.00 -0.10 10.60 0.10 10.60
928.jpg -0.20 -0.10 11.10 0.22 11.10
929.jpg -0.60 0.10 11.60 0.61 11.60
930.jpg -0.70 0.10 11.90 0.71 11.90
931.jpg -0.80 0.20 11.90 0.82 11.90
932.jpg -0.90 0.00 12.60 0.90 12.60
933.jpg -0.80 0.10 12.50 0.81 12.50
934.jpg -0.70 0.40 11.90 0.81 11.90
935.jpg -0.60 0.40 11.80 0.72 11.80
936.jpg -0.70 0.50 11.40 0.86 11.40
937.jpg -0.40 0.50 10.80 0.64 10.80
938.jpg -0.30 0.60 10.90 0.67 10.90
939.jpg -0.30 0.70 11.20 0.76 11.20
940.jpg 0.30 -0.30 12.50 0.42 12.50
941.jpg 0.30 -0.40 12.50 0.50 12.50
942.jpg 0.30 -0.40 12.60 0.50 12.60
943.jpg 0.30 -0.50 12.50 0.58 12.50
944.jpg 0.10 -0.30 11.70 0.32 11.70
945.jpg 0.40 -0.40 11.20 0.57 11.20
946.jpg 0.60 -0.80 10.70 1.00 10.70
947.jpg 0.70 -1.30 10.50 1.48 10.50
948.jpg 0.60 -1.30 9.50 1.43 9.50
949.jpg 1.80 1.10 11.70 2.11 11.70
950.jpg 2.00 1.10 12.30 2.28 12.30
951.jpg 1.70 1.10 12.80 2.02 12.80
952.jpg 1.70 0.70 12.80 1.84 12.80
953.jpg 1.60 0.60 12.60 1.71 12.60
954.jpg 1.50 0.50 12.70 1.58 12.70
955.jpg 1.50 0.60 12.80 1.62 12.80
956.jpg 1.20 0.50 12.90 1.30 12.90
957.jpg 1.00 0.30 13.20 1.04 13.20
958.jpg 0.90 0.50 12.90 1.03 12.90
959.jpg 0.70 0.20 12.40 0.73 12.40
960.jpg 0.80 -0.90 11.70 1.20 11.70
961.jpg 0.70 -0.80 11.90 1.06 11.90
962.jpg 0.70 -0.80 11.90 1.06 11.90
963.jpg 0.70 -0.80 11.80 1.06 11.80
964.jpg 0.40 -0.50 11.60 0.64 11.60
965.jpg 0.40 -0.40 11.50 0.57 11.50
966.jpg 0.50 -0.50 11.50 0.71 11.50
967.jpg 0.60 -0.30 11.10 0.67 11.10
968.jpg 0.70 -0.40 10.90 0.81 10.90
969.jpg 0.70 -0.30 10.50 0.76 10.50
970.jpg 0.70 -0.10 10.00 0.71 10.00
971.jpg -0.90 0.70 11.70 1.14 11.70
972.jpg -1.10 0.70 11.60 1.30 11.60
973.jpg -1.10 0.70 11.60 1.30 11.60
974.jpg -1.00 0.60 11.30 1.17 11.30
975.jpg -1.20 0.70 10.90 1.39 10.90
976.jpg -1.50 0.70 10.70 1.66 10.70
977.jpg -1.10 0.60 10.60 1.25 10.60
978.jpg -1.40 0.60 10.20 1.52 10.20
979.jpg -1.20 0.50 9.90 1.30 9.90
980.jpg -1.10 0.40 9.50 1.17 9.50
981.jpg -1.10 0.50 9.20 1.21 9.20
982.jpg -0.20 -1.40 12.10 1.41 12.10
983.jpg -0.20 -1.40 12.30 1.41 12.30
984.jpg -0.10 -1.40 11.80 1.40 11.80
985.jpg 0.10 -1.30 11.40 1.30 11.40
986.jpg 0.00 -1.30 11.40 1.30 11.40
987.jpg 0.10 -1.20 11.40 1.20 11.40
988.jpg 0.10 -1.00 11.20 1.00 11.20
989.jpg 0.10 -1.00 10.80 1.00 10.80
990.jpg 0.00 -0.90 10.30 0.90 10.30
991.jpg 0.20 -0.90 9.20 0.92 9.20
992.jpg 0.10 -0.70 7.90 0.71 7.90
993.jpg -0.60 -0.20 11.40 0.63 11.40
994.jpg -0.60 0.00 12.40 0.60 12.40
995.jpg -0.70 0.20 13.10 0.73 13.10
996.jpg -0.80 0.40 13.10 0.89 13.10
997.jpg -0.80 0.60 13.30 1.00 13.30
998.jpg -0.80 0.50 13.20 0.94 13.20
999.jpg -0.80 0.60 12.60 1.00 12.60
1000.jpg -0.70 0.50 12.50 0.86 12.50
1001.jpg -0.60 0.60 12.00 0.85 12.00
1002.jpg -0.80 0.70 11.90 1.06 11.90
1003.jpg -0.50 0.00 8.40 0.50 8.40
1004.jpg -0.80 0.30 10.80 0.85 10.80
1005.jpg -1.00 0.50 12.10 1.12 12.10
1006.jpg -0.90 0.60 12.00 1.08 12.00
1007.jpg -1.00 0.60 11.70 1.17 11.70
1008.jpg -1.00 0.70 11.40 1.22 11.40
1009.jpg -0.90 0.60 11.00 1.08 11.00
1010.jpg -1.10 0.60 11.00 1.25 11.00
1011.jpg -1.10 0.60 10.50 1.25 10.50
1012.jpg -1.10 0.70 10.40 1.30 10.40
1013.jpg -0.90 0.70 10.10 1.14 10.10
1014.jpg 0.40 -1.60 10.30 1.65 10.30
1015.jpg 0.20 -1.80 10.60 1.81 10.60
1016.jpg -0.10 -1.60 10.70 1.60 10.70
1017.jpg 0.00 -1.70 10.40 1.70 10.40
1018.jpg 0.00 -1.60 10.50 1.60 10.50
1019.jpg -0.30 -1.60 10.40 1.63 10.40
1020.jpg -0.30 -1.70 10.30 1.73 10.30
1021.jpg 0.00 -1.80 10.30 1.80 10.30
1022.jpg 0.00 -1.90 10.10 1.90 10.10
1023.jpg 0.10 -1.80 9.90 1.80 9.90
1024.jpg 0.00 -1.50 9.60 1.50 9.60
1025.jpg 1.80 1.40 20.30 2.28 20.30
1026.jpg 2.10 1.50 21.20 2.58 21.20
1027.jpg 2.10 1.50 21.40 2.58 21.40
1028.jpg 2.10 1.30 21.70 2.47 21.70
1029.jpg 2.00 0.90 22.10 2.19 22.10
1030.jpg 1.90 0.80 22.20 2.06 22.20
1031.jpg 1.80 0.40 21.90 1.84 21.90
1032.jpg 1.50 0.10 21.70 1.50 21.70
1033.jpg 1.50 0.20 21.30 1.51 21.30
1034.jpg 1.30 0.20 20.80 1.32 20.80
1035.jpg 1.30 -0.30 19.80 1.33 19.80
1036.jpg 2.20 1.50 23.00 2.66 23.00
1037.jpg 2.40 1.70 21.40 2.94 21.40
1038.jpg 2.50 1.30 21.40 2.82 21.40
1039.jpg 2.00 1.30 22.60 2.39 22.60
1040.jpg 2.20 0.80 23.00 2.34 23.00
1041.jpg 2.10 0.40 22.70 2.14 22.70
1042.jpg 2.10 0.70 22.80 2.21 22.80
1043.jpg 2.30 0.70 22.40 2.40 22.40
1044.jpg 1.90 0.70 22.10 2.02 22.10
1045.jpg 1.80 0.20 22.10 1.81 22.10
1046.jpg 1.20 -1.60 19.50 2.00 19.50
1047.jpg 1.20 -1.80 19.30 2.16 19.30
1048.jpg 1.10 -1.40 18.90 1.78 18.90
1049.jpg 1.10 -1.40 18.80 1.78 18.80
1050.jpg 0.70 -1.10 18.20 1.30 18.20
