frame_index,timestamp
0,1758786227.8006632
1,1758786227.8403275
2,1758786227.8780255
3,1758786227.917421
4,1758786227.9556792
5,1758786228.0003648
6,1758786228.0397725
7,1758786228.079905
8,1758786228.1186824
9,1758786228.1581852
10,1758786228.2030964
11,1758786228.241645
12,1758786228.2798574
13,1758786228.3141458
14,1758786228.3471189
15,1758786228.3809016
16,1758786228.4147894
17,1758786228.4507966
18,1758786228.4879165
19,1758786228.5238647
20,1758786228.5590866
21,1758786228.5935621
22,1758786228.6179442
23,1758786228.6510026
24,1758786228.6851494
25,1758786228.721144
26,1758786228.757022
27,1758786228.7941346
28,1758786228.8326895
29,1758786228.8694184
30,1758786228.9103472
31,1758786228.9529676
32,1758786228.992888
33,1758786229.0313704
34,1758786229.067845
35,1758786229.1013808
36,1758786229.139126
37,1758786229.1752045
38,1758786229.2116544
39,1758786229.2467945
40,1758786229.2828424
41,1758786229.3190465
42,1758786229.3551545
43,1758786229.3795426
44,1758786229.42106
45,1758786229.459644
46,1758786229.500382
47,1758786229.5418787
48,1758786229.5768087
49,1758786229.6110804
50,1758786229.644929
51,1758786229.6818674
52,1758786229.7190328
53,1758786229.7562299
54,1758786229.789216
55,1758786229.8235595
56,1758786229.8632684
57,1758786229.8989286
58,1758786229.9234107
59,1758786229.961056
60,1758786230.0047035
61,1758786230.0400121
62,1758786230.0770042
63,1758786230.1128666
64,1758786230.1474476
65,1758786230.1841176
66,1758786230.219157
67,1758786230.2556174
68,1758786230.2894971
69,1758786230.3253107
70,1758786230.3618777
71,1758786230.3942974
72,1758786230.4218898
73,1758786230.4564772
74,1758786230.494061
75,1758786230.5293996
76,1758786230.5670931
77,1758786230.612125
78,1758786230.6522915
79,1758786230.694295
80,1758786230.7293262
81,1758786230.7681186
82,1758786230.8071864
83,1758786230.8428173
84,1758786230.8749864
85,1758786230.9059265
86,1758786230.937464
87,1758786230.9748204
88,1758786231.0133283
89,1758786231.0378375
90,1758786231.072996
91,1758786231.1065645
92,1758786231.140143
93,1758786231.1752222
94,1758786231.2127056
95,1758786231.2498324
96,1758786231.2876763
97,1758786231.3232505
98,1758786231.3649564
99,1758786231.402311
100,1758786231.439357
101,1758786231.4633055
102,1758786231.499498
103,1758786231.5334992
104,1758786231.5709097
105,1758786231.6097615
106,1758786231.646034
107,1758786231.6776655
108,1758786231.7096665
109,1758786231.745325
110,1758786231.7831564
111,1758786231.8211064
112,1758786231.8613904
113,1758786231.885588
114,1758786231.9235325
115,1758786231.958137
116,1758786231.992521
117,1758786232.0271997
118,1758786232.059663
119,1758786232.09461
120,1758786232.1261764
121,1758786232.158167
122,1758786232.1928535
123,1758786232.2256403
124,1758786232.2652805
125,1758786232.2901278
126,1758786232.3244164
127,1758786232.365055
128,1758786232.4021742
129,1758786232.4382927
130,1758786232.474475
131,1758786232.5110216
132,1758786232.5437806
133,1758786232.5780823
134,1758786232.611322
135,1758786232.6446126
136,1758786232.6787992
137,1758786232.7032166
138,1758786232.735738
139,1758786232.774315
140,1758786232.8069835
141,1758786232.8372908
142,1758786232.8689895
143,1758786232.8994775
144,1758786232.9310803
145,1758786232.9643776
146,1758786232.9964163
147,1758786233.0343418
148,1758786233.0682209
149,1758786233.0946772
150,1758786233.1291356
151,1758786233.1660898
152,1758786233.2022603
153,1758786233.239577
154,1758786233.275356
155,1758786233.312475
156,1758786233.3473034
157,1758786233.3828027
158,1758786233.4173558
159,1758786233.456153
160,1758786233.4941115
161,1758786233.5183787
162,1758786233.551365
163,1758786233.5834713
164,1758786233.6190097
165,1758786233.6559422
166,1758786233.6876442
167,1758786233.7229068
168,1758786233.755452
169,1758786233.7916193
170,1758786233.826723
171,1758786233.859988
172,1758786233.8952646
173,1758786233.919295
174,1758786233.9533658
175,1758786233.986483
176,1758786234.0204067
177,1758786234.0517366
178,1758786234.0850382
179,1758786234.1160793
180,1758786234.1486974
181,1758786234.183521
182,1758786234.2157893
183,1758786234.254293
184,1758786234.2919264
185,1758786234.316467
186,1758786234.3566062
187,1758786234.3918765
188,1758786234.4281127
189,1758786234.4638789
190,1758786234.5046976
191,1758786234.536831
192,1758786234.5690231
193,1758786234.5991447
194,1758786234.6313071
195,1758786234.6682308
196,1758786234.702618
197,1758786234.7268806
198,1758786234.7596714
199,1758786234.79362
200,1758786234.8269992
201,1758786234.858281
202,1758786234.88984
203,1758786234.921604
204,1758786234.9547005
205,1758786234.988172
206,1758786235.0216098
207,1758786235.0575538
208,1758786235.0943713
209,1758786235.1188877
210,1758786235.1592755
211,1758786235.1939044
212,1758786235.231583
213,1758786235.272934
214,1758786235.3066359
215,1758786235.340958
216,1758786235.374658
217,1758786235.4088843
218,1758786235.443288
219,1758786235.4792325
220,1758786235.514921
221,1758786235.5391996
222,1758786235.5699694
223,1758786235.6002505
224,1758786235.6309988
225,1758786235.6645901
226,1758786235.69805
227,1758786235.7309785
228,1758786235.7680092
229,1758786235.802993
230,1758786235.8393335
231,1758786235.874333
232,1758786235.9123602
233,1758786235.936394
234,1758786235.9698038
235,1758786236.0068471
236,1758786236.043458
237,1758786236.0773222
238,1758786236.1101396
239,1758786236.1427872
240,1758786236.179826
241,1758786236.2139993
242,1758786236.2480788
243,1758786236.281801
244,1758786236.3154974
245,1758786236.3395667
246,1758786236.3714125
247,1758786236.4057102
248,1758786236.4376934
249,1758786236.468374
250,1758786236.4995205
251,1758786236.5326622
252,1758786236.5660746
253,1758786236.59914
254,1758786236.6350844
255,1758786236.669657
256,1758786236.7061977
257,1758786236.7303298
258,1758786236.7661395
259,1758786236.8040318
260,1758786236.840808
261,1758786236.8755996
262,1758786236.911654
263,1758786236.9503129
264,1758786236.9835386
265,1758786237.0166938
266,1758786237.0472639
267,1758786237.0792227
268,1758786237.113803
269,1758786237.1379738
270,1758786237.1766424
271,1758786237.209902
272,1758786237.2431753
273,1758786237.2756464
274,1758786237.3069832
275,1758786237.338827
276,1758786237.373759
277,1758786237.404569
278,1758786237.4352264
279,1758786237.465125
280,1758786237.4978426
281,1758786237.52225
282,1758786237.5522826
283,1758786237.5839152
284,1758786237.615148
285,1758786237.6488616
286,1758786237.6912072
287,1758786237.7242243
288,1758786237.7647622
289,1758786237.802576
290,1758786237.842236
291,1758786237.8740883
292,1758786237.9048135
293,1758786237.929133
294,1758786237.9635346
295,1758786237.9997826
296,1758786238.0319614
297,1758786238.0668602
298,1758786238.0984092
299,1758786238.1292887
300,1758786238.1604917
301,1758786238.1943376
302,1758786238.2308054
303,1758786238.2625566
304,1758786238.299587
305,1758786238.3235853
306,1758786238.358201
307,1758786238.3930516
308,1758786238.426841
309,1758786238.4633
310,1758786238.5001352
311,1758786238.5386996
312,1758786238.5744956
313,1758786238.6088572
314,1758786238.6451848
315,1758786238.681995
316,1758786238.720421
317,1758786238.7449253
318,1758786238.778261
319,1758786238.808417
320,1758786238.840914
321,1758786238.8761046
322,1758786238.9129713
323,1758786238.944729
324,1758786238.9816244
325,1758786239.0142238
326,1758786239.0460277
327,1758786239.0786185
328,1758786239.115103
329,1758786239.1392872
330,1758786239.1717236
331,1758786239.2066765
